"","location_code","location_name","Location_Category_Description","primary_address_line_1","State_code","LONGITUDE","LATITUDE","NTA_Name","Principal_phone_number","fax_number","community_school_sup_name"
"1874","X270","Academy for Scholarship and Entrepreneurship: A Co","High school","921 EAST 228TH STREET","NY","-73.852714","40.888242","Williamsbridge-Olinville","718-696-3840","718-696-3841","NULL"
"1875","X271","East Bronx Academy for the Future","Secondary School","1716 SOUTHERN BOULEVARD","NY","-73.887688","40.836821","Crotona Park East","718-861-8641","718-861-8634","NULL"
"1876","X272","Globe School for Environmental Research","Junior High-Intermediate-Middle","3710 BARNES AVENUE","NY","-73.860126","40.880649","Williamsbridge-Olinville","718-994-1395","718-994-1316","ROSS PORTER, MEISHA"
"1877","X273","Frederick Douglass Academy V. Middle School","Junior High-Intermediate-Middle","2111 CROTONA AVENUE","NY","-73.888987","40.848748","East Tremont","718-561-1617","718-561-2184","ROSADO, JACQUELINE"
"1878","X274","The New American Academy at Roberto Clemente State","Elementary","275 HARLEM RIVER PARK BRIDGE","NY","-73.9216","40.8524","University Heights-Morris Heights","718-901-9703","718-901-9709","RODRIGUEZ-ROSARIO, LETICIA"
"1879","X275","High School of Computers and Technology","High school","800 EAST GUN HILL ROAD","NY","-73.861649","40.875172","Williamsbridge-Olinville","718-696-3930","718-696-3950","NULL"
"1880","X276","Leadership Institute","High school","1701 FULTON AVENUE","NY","-73.897943","40.841758","Claremont-Bathgate","718-299-7490","718-299-7496","NULL"
"1881","X277","P.S. 277","Elementary","519 ST ANNS AVENUE","NY","-73.913872","40.813385","Mott Haven-Port Morris","718-292-3594","718-292-3630","ALVAREZ, RAFAEL"
"1882","X278","Peace and Diversity Academy","High school","1180 REV. J.A. POLITE AVE.","NY","-73.896925","40.827539","Longwood","718-991-1855","718-991-2998","NULL"
"1883","X279","P.S. 279 Captain Manuel Rivera, Jr.","K-8","2100 WALTON AVENUE","NY","-73.904958","40.854666","Mount Hope","718-584-6004","718-584-7220","HULLA, MARIBEL"
"1884","X280","P.S./M.S. 280 Mosholu Parkway","K-8","3202 STEUBEN AVENUE","NY","-73.881245","40.876819","Norwood","718-405-6360","718-405-6329","HULLA, MARIBEL"
"1885","X280","P.S./M.S. 280 Mosholu Parkway","K-8","3202 STEUBEN AVENUE","NY","-73.881245","40.876819","Norwood","718-405-6360","718-405-6329","HULLA, MARIBEL"
"1886","X282","Women's Academy of Excellence","High school","456 WHITE PLAINS ROAD","NY","-73.85607","40.815043","Soundview-Castle Hill-Clason Point-Harding Park","718-542-0740","718-542-0841","NULL"
"1887","X284","Bronx School of Law and Finance","High school","99 TERRACE VIEW AVENUE","NY","-73.912686","40.877379","Marble Hill-Inwood","718-561-0113","718-561-0595","NULL"
"1888","X286","Fannie Lou Hamer Middle School","Junior High-Intermediate-Middle","1001 JENNINGS STREET","NY","-73.88654","40.831493","Crotona Park East","718-319-7270","718-319-7275","ROSADO, JACQUELINE"
"1889","X287","North Bronx School of Empowerment","Junior High-Intermediate-Middle","3710 BARNES AVENUE","NY","-73.860126","40.880649","Williamsbridge-Olinville","718-652-0519","718-652-0428","VAUGHAN, CRISTINE"
"1890","X288","Collegiate Institute for Math and Science","High school","925 ASTOR AVENUE","NY","-73.860729","40.860443","Bronxdale","718-944-3635","718-652-3525","NULL"
"1891","X289","The Young Scholars Academy of The Bronx","Junior High-Intermediate-Middle","3710 BARNES AVENUE","NY","-73.860126","40.880649","Williamsbridge-Olinville","718-325-5834","718-325-5676","ROSS PORTER, MEISHA"
"1892","X290","Bronx Academy of Health Careers","High school","800 EAST GUN HILL ROAD","NY","-73.861649","40.875172","Williamsbridge-Olinville","718-696-3340","718-696-3380","NULL"
"1893","X291","P.S. 291","Elementary","2195 ANDREWS AVENUE","NY","-73.909763","40.859243","Kingsbridge Heights","718-563-0776","718-563-1499","HULLA, MARIBEL"
"1894","X293","Renaissance High School for Musical Theater and th","High school","3000 EAST TREMONT AVENUE","NY","-73.839583","40.839775","Schuylerville-Throgs Neck-Edgewater Park","718-430-6390","718-430-6308","NULL"
"1895","X294","The Walton Avenue School","Elementary","1425 WALTON AVENUE","NY","-73.915879","40.8404","West Concourse","718-293-5970","718-293-2091","RODRIGUEZ-ROSARIO, LETICIA"
"1896","X295","Gateway School for Environmental Research and Tech","High school","1980 LAFAYETTE AVENUE","NY","-73.85593","40.821218","Soundview-Castle Hill-Clason Point-Harding Park","718-824-9327","718-824-4368","NULL"
"1897","X296","South Bronx Academy for Applied Media","Junior High-Intermediate-Middle","778 FOREST AVENUE","NY","-73.905389","40.818703","Melrose South-Mott Haven North","718-401-0059","718-401-0577","ALVAREZ, RAFAEL"
"1898","X297","Morris Academy for Collaborative Studies","High school","1110 BOSTON ROAD","NY","-73.90392","40.827455","Morrisania-Melrose","718-617-5312","718-893-7368","NULL"
"1899","X298","Academy of Public Relations","Junior High-Intermediate-Middle","778 FOREST AVENUE","NY","-73.905389","40.818703","Melrose South-Mott Haven North","718-665-8866","718-401-0051","ALVAREZ, RAFAEL"
"1900","X299","Astor Collegiate Academy","High school","925 ASTOR AVENUE","NY","-73.860729","40.860443","Bronxdale","718-944-3418","718-944-3638","NULL"
"1901","X300","The School of Science and Applied Learning","Elementary","2050 PROSPECT AVENUE","NY","-73.886721","40.846128","East Tremont","718-584-6310","718-220-1370","ROSADO, JACQUELINE"
"1902","X301","M.S. 301 Paul L. Dunbar","Junior High-Intermediate-Middle","890 CAULDWELL AVENUE","NY","-73.906739","40.822291","Morrisania-Melrose","718-585-2950","718-401-2567","TOBIA, ERIKA"
"1903","X302","M.S. 302 Luisa Dessus Cruz","Junior High-Intermediate-Middle","681 KELLY STREET","NY","-73.901599","40.816078","Longwood","718-901-3520","718-901-3529","TOBIA, ERIKA"
"1904","X303","I.S. X303 Leadership & Community Service","Junior High-Intermediate-Middle","1700 MACOMBS ROAD","NY","-73.915217","40.849416","University Heights-Morris Heights","718-583-5466","718-583-2463","RODRIGUEZ-ROSARIO, LETICIA"
"1905","X304","P.S. 304 Early Childhood School","Elementary","2750 LAFAYETTE AVENUE","NY","-73.829211","40.82708","Schuylerville-Throgs Neck-Edgewater Park","718-822-5307","718-904-0956","TOBIA, ERIKA"
"1906","X305","Pablo Neruda Academy","High school","1980 LAFAYETTE AVENUE","NY","-73.85593","40.821218","Soundview-Castle Hill-Clason Point-Harding Park","718-824-1682","718-824-1663","NULL"
"1907","X306","P.S. 306","Elementary","40 WEST TREMONT AVENUE","NY","-73.910827","40.850722","University Heights-Morris Heights","718-583-5355","718-583-5885","HULLA, MARIBEL"
"1908","X307","Luisa Pineiro Fuentes School of Science and Discov","Elementary","124 EAMES PLACE","NY","-73.901821","40.869142","Van Cortlandt Village","718-601-2632","718-796-7490","HULLA, MARIBEL"
"1909","X308","Bronx Dance Academy School","Junior High-Intermediate-Middle","3617 BAINBRIDGE AVENUE","NY","-73.878051","40.885428","Norwood","718-515-0410","718-515-0345","HULLA, MARIBEL"
"1910","X309","South Bronx Charter School for International Cultu","Elementary","164 bruckner boulevard","NY","-73.918037","40.803052","Mott Haven-Port Morris","718-401-9216","718-401-9219","NULL"
"1911","X310","P.S. 310 Marble Hill","Elementary","260 W KINGSBRIDGE RD","NY","-73.905547","40.872477","Kingsbridge Heights","718-796-9434","718-796-9528","HULLA, MARIBEL"
"1912","X311","Lucero Elementary School","Elementary","1425 WALTON AVENUE","NY","-73.915879","40.8404","West Concourse","718-681-8701","718-681-8707","RODRIGUEZ-ROSARIO, LETICIA"
"1913","X312","Millennium Art Academy","High school","1980 LAFAYETTE AVENUE","NY","-73.85593","40.821218","Soundview-Castle Hill-Clason Point-Harding Park","718-824-0978","718-824-0963","NULL"
"1914","X313","I.S. 313 School of Leadership Development","Junior High-Intermediate-Middle","1600 WEBSTER AVENUE","NY","-73.904353","40.840536","Claremont-Bathgate","718-583-1736","718-299-5559","RODRIGUEZ-ROSARIO, LETICIA"
"1915","X314","Fairmont Neighborhood School","Elementary","1550 VYSE AVENUE","NY","-73.886995","40.834188","Crotona Park East","718-860-5210","718-860-5215","ROSADO, JACQUELINE"
"1916","X315","P.S. 315 Lab School","K-8","2865 CLAFLIN AVENUE","NY","-73.900068","40.873659","Van Cortlandt Village","929-237-7750","929-237-7752","HULLA, MARIBEL"
"1917","X316","Kappa III","Junior High-Intermediate-Middle","2055 MAPES AVENUE","NY","-73.886721","40.846128","East Tremont","718-561-3580","718-561-3719","ROSADO, JACQUELINE"
"1918","X318","I.S. X318 Math, Science & Technology Through Arts","Junior High-Intermediate-Middle","1919 PROSPECT AVENUE","NY","-73.890145","40.843705","East Tremont","718-294-8504","718-901-0778","ROSADO, JACQUELINE"
"1919","X319","Providing Urban Learners Success In Education High","High school","560 EAST 179 STREET","NY","-73.893744","40.848385","East Tremont","718-294-0230","718-584-7809","NULL"
"1920","X320","Pelham Lab High School","High school","3000 EAST TREMONT AVENUE","NY","-73.839583","40.839775","Schuylerville-Throgs Neck-Edgewater Park","718-904-5090","718-904-5099","NULL"
"1921","X321","Crotona Academy High School","High school","1211 SOUTHERN BOULEVARD","NY","-73.892243","40.829306","Morrisania-Melrose","718-860-5370","NULL","NULL"
"1922","X322","Aspire Preparatory Middle School","Junior High-Intermediate-Middle","2441 WALLACE AVENUE","NY","-73.865028","40.862098","Bronxdale","718-231-6592","718-231-6591","WHITE, ELIZABETH"
"1923","X323","Bronx Writing Academy","Junior High-Intermediate-Middle","270 EAST 167 STREET","NY","-73.91435","40.832022","East Concourse-Concourse Village","718-293-9048","718-293-9748","RODRIGUEZ-ROSARIO, LETICIA"
"1924","X324","Bronx Early College Academy for Teaching & Learnin","Secondary School","250 EAST 164 STREET","NY","-73.917705","40.828009","East Concourse-Concourse Village","718-681-8287","718-681-8650","NULL"
"1925","X325","Urban Science Academy","Junior High-Intermediate-Middle","1000 TELLER AVENUE","NY","-73.914067","40.827438","East Concourse-Concourse Village","718-588-8221","718-588-8263","RODRIGUEZ-ROSARIO, LETICIA"
"1926","X326","Bronx Green Middle School","Junior High-Intermediate-Middle","2441 WALLACE AVENUE","NY","-73.865028","40.862098","Bronxdale","718-325-6593","718-653-3625","VAUGHAN, CRISTINE"
"1927","X327","Comprehensive Model School Project M.S. 327","Secondary School","1501 JEROME AVENUE","NY","-73.916084","40.842503","West Concourse","718-294-8111","718-294-8109","RODRIGUEZ-ROSARIO, LETICIA"
"1928","X328","New Millennium Bronx Academy of the Arts","Junior High-Intermediate-Middle","1000 TELLER AVENUE","NY","-73.914067","40.827438","East Concourse-Concourse Village","718-588-8308","NULL","RODRIGUEZ-ROSARIO, LETICIA"
"1929","X329","DreamYard Preparatory School","High school","240 EAST 172 STREET","NY","-73.911366","40.839307","East Concourse-Concourse Village","718-410-4242","718-410-4312","NULL"
"1930","X331","The Bronx School of Young Leaders","Junior High-Intermediate-Middle","40 WEST TREMONT AVENUE","NY","-73.910827","40.850722","University Heights-Morris Heights","718-583-4146","718-583-4292","HULLA, MARIBEL"
"1931","X332","Holcombe L. Rucker School of Community Research","High school","965 LONGWOOD AVENUE","NY","-73.897876","40.817741","Longwood","718-860-1053","718-860-1321","NULL"
"1932","X333","The Longwood Academy of Discovery","Elementary","888 REV J A POLITE AVE","NY","-73.898399","40.820108","Longwood","718-860-3313","718-842-8734","TOBIA, ERIKA"
"1933","X334","International Community High School","High school","345 BROOK AVENUE","NY","-73.918774","40.810314","Mott Haven-Port Morris","718-665-4128","718-665-4547","NULL"
"1934","X335","The Academy of the Arts","Elementary","888 REV J A POLITE AVE","NY","-73.898399","40.820108","Longwood","718-860-3401","718-860-4290","AMES, KAREN"
"1935","X336","Urban Assembly School for the Performing Arts","Secondary School","339 MORRIS AVENUE","NY","-73.9254","40.8135","Mott Haven-Port Morris","718-401-4891","718-585-3726","Yolanda Torres"
"1936","X337","The School for Inquiry and Social Justice","Junior High-Intermediate-Middle","1025 MORRISON AVENUE","NY","-73.874162","40.824989","Soundview-Bruckner","718-860-4181","718-860-4163","TOBIA, ERIKA"
"1937","X339","I.S. 339","Junior High-Intermediate-Middle","1600 WEBSTER AVENUE","NY","-73.904353","40.840536","Claremont-Bathgate","718-583-6767","718-583-0281","RODRIGUEZ-ROSARIO, LETICIA"
"1938","X340","P.S. 340","Elementary","25 WEST 195 STREET","NY","-73.897171","40.869407","Van Cortlandt Village","718-220-1830","718-220-1866","HULLA, MARIBEL"
"1939","X341","Accion Academy","Junior High-Intermediate-Middle","977 FOX STREET","NY","-73.894368","40.822056","Hunts Point","718-378-1649","718-378-4707","ROSADO, JACQUELINE"
"1940","X342","International School for Liberal Arts","Secondary School","2780 RESERVOIR AVENUE","NY","-73.897066","40.869061","Van Cortlandt Village","718-329-8570","718-329-8572","NULL"
"1941","X343","Academy of Applied Mathematics and Technology","Junior High-Intermediate-Middle","345 BROOK AVENUE","NY","-73.918774","40.810314","Mott Haven-Port Morris","718-292-3883","718-292-4473","ALVAREZ, RAFAEL"
"1942","X344","Ampark Neighborhood","Elementary","3961 HILLMAN AVENUE","NY","-73.891664","40.883049","Van Cortlandt Village","718-548-3451","718-581-2411","HULLA, MARIBEL"
"1943","X345","Hyde Leadership Charter School","K-12 all grades","730 BRYANT AVENUE","NY","-73.885284","40.815827","Hunts Point","718-991-5500","718-842-8617","NULL"
"1944","X346","South Bronx Classical Charter School","K-8","977 FOX STREET","NY","-73.894368","40.822056","Hunts Point","718-860-4340","718-860-4125","NULL"
"1945","X347","International Leadership Charter High School","High school","3030 Riverdale Avenue","NY","-73.909955","40.880853","Spuyten Duyvil-Kingsbridge","718-562-2300","347-245-6466","NULL"
"1946","X348","Schuylerville Preparatory High School","High school","3000 EAST TREMONT AVENUE","NY","-73.839583","40.839775","Schuylerville-Throgs Neck-Edgewater Park","718-904-5080","718-935-5089","NULL"
"1947","X349","Bronx River High School","High school","3000 EAST TREMONT AVENUE","NY","-73.839583","40.839775","Schuylerville-Throgs Neck-Edgewater Park","718-904-4210","718-904-4209","NULL"
"1948","X350","New Directions Secondary School","Secondary School","240 EAST 172 STREET","NY","-73.911366","40.839307","East Concourse-Concourse Village","718-410-4343","718-410-4101","NULL"
"1949","X351","Bronx Collaborative High School","High school","100 WEST MOSHOLU PARKWAY SOUTH","NY","-73.889011","40.879958","Van Cortlandt Village","718-543-1023","718-543-1029","NULL"
"1950","X352","The Vida Bogart School for All Children","K-8","1000 EAST TREMONT AVENUE","NY","-73.882531","40.840445","East Tremont","718-328-3913","718-328-5213","LOUISSAINT, KETLER"
"1951","X353","World View High School","High school","100 WEST MOSHOLU PARKWAY SOUTH","NY","-73.889011","40.879958","Van Cortlandt Village","718-601-0391","718-601-0821","NULL"
"1952","X355","Bronx Alliance Middle School","Junior High-Intermediate-Middle","3750 BAYCHESTER AVENUE","NY","-73.839682","40.886002","Eastchester-Edenwald-Baychester","718-652-2060","718-652-3682","VAUGHAN, CRISTINE"
"1953","X357","Young Voices Academy of the Bronx","Elementary","800 LYDIG AVENUE","NY","-73.863733","40.854423","Pelham Parkway","718-794-4080","718-798-4089","VAUGHAN, CRISTINE"
"1954","X359","Concourse Village Elementary School","Elementary","750 CONCOURSE VILLAGE WEST","NY","-73.922527","40.823014","East Concourse-Concourse Village","718-402-7503","718-402-7509","ALVAREZ, RAFAEL"
"1955","X360","P.S. 360","Elementary","2880 KINGSBRIDGE TERRACE","NY","-73.902214","40.874717","Van Cortlandt Village","718-548-1511","718-548-1536","HULLA, MARIBEL"
"1956","X361","The Highbridge Green School","Junior High-Intermediate-Middle","200 West 167th Street","NY","-73.927892","40.838232","Highbridge","718-410-5770","718-410-5779","RODRIGUEZ-ROSARIO, LETICIA"
"1957","X362","Icahn Charter School 7","K-8","1535 STORY AVENUE","NY","-73.877274","40.822522","Soundview-Castle Hill-Clason Point-Harding Park","718-328-5480","718-328-5483","NULL"
"1958","X363","Academy For Personal Leadership And Excellence","Junior High-Intermediate-Middle","120 EAST 184 STREET","NY","-73.90049","40.859496","Fordham South","718-220-3139","718-220-6018","HULLA, MARIBEL"
"1959","X364","South Bronx Classical Charter School II","Elementary","333 EAST 135 STREET","NY","-73.925459","40.808194","Mott Haven-Port Morris","718-292-9526","718-292-9529","NULL"
"1960","X365","Academy for Language and Technology","High school","1700 MACOMBS ROAD","NY","-73.915217","40.849416","University Heights-Morris Heights","718-731-0219","718-731-2031","NULL"
"1961","X366","Urban Assembly Academy of Civic Engagement","Junior High-Intermediate-Middle","650 HOLLYWOOD AVENUE","NY","-73.818083","40.826794","Schuylerville-Throgs Neck-Edgewater Park","718-822-0126","718-822-1049","AMES, KAREN"
"1962","X367","Archimedes Academy for Math, Science and Technolog","Secondary School","456 WHITE PLAINS ROAD","NY","-73.85607","40.815043","Soundview-Castle Hill-Clason Point-Harding Park","718-617-5046","718-617-7395","TOBIA, ERIKA"
"1963","X368","In-Tech Academy (M.S. / High School 368)","Secondary School","2975 TIBBETT AVENUE","NY","-73.913694","40.877935","Spuyten Duyvil-Kingsbridge","718-432-4300","718-432-4310","HULLA, MARIBEL"
"1964","X369","Young Leaders Elementary School","Elementary","468 EAST 140 STREET","NY","-73.919773","40.80908","Mott Haven-Port Morris","718-292-7391","718-292-8535","ALVAREZ, RAFAEL"
"1965","X370","Leaders of Tomorrow","Junior High-Intermediate-Middle","3710 BARNES AVENUE","NY","-73.860126","40.880649","Williamsbridge-Olinville","718-994-1028","718-345-3327","VAUGHAN, CRISTINE"
"1966","X371","Urban Institute of Mathematics","Junior High-Intermediate-Middle","650 HOLLYWOOD AVENUE","NY","-73.818083","40.826794","Schuylerville-Throgs Neck-Edgewater Park","718-823-6042","718-823-6347","TOBIA, ERIKA"
"1967","X372","Urban Assembly School for Wildlife Conservation","Secondary School","2024 MOHEGAN AVENUE","NY","-73.884192","40.843781","East Tremont","718-823-4130","718-823-4135","NULL"
"1968","X374","Knowledge and Power Preparatory Academy Internatio","High school","500 EAST FORDHAM ROAD","NY","-73.888625","40.859466","Belmont","718-933-1247","718-933-1568","NULL"
